start	end	text
6199480	6212480	Możesz, no, ale stwierdziliśmy, dobra, robimy tą akademię, plus, minus sześć tygodni, okazało się osiem w praktyce, ileś tam sprintów, też całą wiedzę na temat Agila, architektury,
6213480	6230480	jak na zachodzie to wyglądało, jaka jest różnica pomiędzy naszymi polskimi projektami, w których się tam często szyje i też nie ma tej kasy, co na zachodnich projektach, gdzie oni rzeczywiście pokładają dużo kasy na starcie, na architekturę, na analizę,
6230480	6240480	na zrozumienie tego wszystkiego konkretnie dobrze, zanim będziemy już dłubać i robić te rozwiązania, żeby później nie odkręcać tego wszystkiego.
6240480	6257480	I jakby tu też już chciałem tą wiedzę na starcie przekazać takim młodym naszym działaczom. No i co, akademia powstała, cel był taki, że najlepsi zostają u nas w ramach organizacji.
6257480	6270480	No i tak jak już wcześniej wspomniałem, w tym międzyczasie udało się nam pośrednio stać dostawcą dla HSBC, czyli my też mamy tam swojego kontraktowca.
6270480	6291480	Mamy nadzieję mieć więcej. Na Jersey tak samo jesteśmy dostawcą bezpośrednim, akurat i tam realizujemy różne projekty, mamy jeszcze jakieś tam osobne projekty mniejsze, w których wdrażamy jakieś integracje przy wykorzystaniu Power Platform, Azura i tak dalej.
6292480	6306480	No i też mamy właśnie osoby na body lisie, po prostu siedzą na kontrakcie, jakby na projekcie. No ale wiadomo, pojawił się problem teraz co z ludźmi, skąd tych ludzi wziąć.
6306480	6327480	No i akademia była tym pomysłem, że jeżeli się nauczycie, zrobicie certyfikaty, zrozumiecie tę technologię i rzeczywiście widać będzie, że te funkcjonalności, które realizujemy będą działały i rozumiecie tematykę, no to uda się nam gdzieś Ciebie wrzucić na jeden czy na drugi projekt.
6328480	6341480	Z jakim skutkiem? Myślę, że na starcie to jest zawsze trudny proces, żeby wiesz zacząć, rozkręcić.
6341480	6353480	No tak, ale rozumiem, że mogą po prostu do akademii się zgłaszać ludzie, którzy mają jakieś pojęcie techniczne, ale niekoniecznie są wyspecjalizowani, szukają właśnie swojej ścieżki.
6353480	6369480	Tak jak mówisz, Microsoft oferuje ścieżkę certyfikatów, że możesz iść sobie powoli do celu, robić certyfikat po certyfikacie i piąć się tam gdzieś tam do góry, bo w tym całym świecie IT to się muszę nam rzeczywiście zgubić.
6369480	6383480	No i też jesteś Ty specjalista w dziedzinie Microsoftu i tych rozwiązań, także też pomagasz na pewno, tworzycie te lekcje, zadania dajecie i tak dalej.
6383480	6395480	Zdecydowanie, mówię tutaj też w mojej ocenie te młode osoby, które wchodzą do nas mogą dosyć fajnie iść na skróty.
6395480	6397480	W porównaniu do Ciebie to na pewno.
6397480	6408480	No bo wiesz, nie muszę przychodzić do tego, ja wiem mniej więcej jak kierować, na czym się skupić, gdzie tutaj przysiąść, a gdzie niekoniecznie.
6408480	6419480	Też mogę dużo tej wiedzy, doświadczenia sprzedać. Dużo firm nie będzie miało, tutaj znowu zabrzmi to może trochę cwaniacko, ale nie będzie miało takiej osoby jak ja.
6420480	6431480	Bo nie znam osoby, która po takim wejściu na ten próg stwierdziłaby, że wraca do Polski, bo to jest też ciężki temat.
6431480	6432480	A znasz dużo takich ludzi?
6432480	6445480	Znam ludzi, którzy siedzieli koło mnie, ze mną, pracowali na podobnym lewelu czy dłużej. Polacy właśnie akurat mówię, bo mówię też o Polakach, którzy gdzieś tam się prężnie rozwijają i siedzą.
6445480	6455480	Jacyś ludzie typu MVP i oni siedzą na tych projektach, na kontraktach albo dostali już permapracę dla tych korporacji, firm i tam pracują.
6455480	6461480	Więc to nie jest tak, żeby to doświadczenie później znaleźć, złapać, to musiałbym w tych firmach gdzieś tam siedzieć.
6461480	6473480	U nas jest inna sytuacja, bo ja stwierdziłem, że mam ten background, ale dobra, otwieramy firmę, bawimy się w coś innego i macie tę osobę tutaj na miejscu.
6473480	6479480	Ciężko byłoby też taką osobę na pewno utrzymać w firmie, tak? Mimo, że masz dużą firmę, no to okej.
6479480	6483480	Ale teraz utrzymaj takiego gościa, który nie będzie chciał spindoleć do USA albo gdzieś.
6483480	6494480	Tak, jest przyzwyczajony też do stawek innych zupełnie i musiał być, wiesz. Czy u Ciebie grało jakąkolwiek rolę patriotyzm w powrocie do Polski?
6494480	6497480	Czy kulturalne przywiązanie bardziej?
6497480	6506480	Trochę też, na pewno, pod kątem takim, że takim dosyć czynnikiem złożonym był Brexit.
6506480	6510480	To był moment, w którym jakby to wszystko takie było...
6510480	6519480	Tak pomyślałem, to nie jest, że mnie w jakiś sposób zły traktowali, bo ja się obracałem w takiej, powiedzmy, klasie średniej i wyższej.
6519480	6529480	Z włagi na wykonywane obowiązki, gdzie pracowałem, no to tam inteligentni ludzie i tak dalej, raczej otwarci, jakby nie można tego zarzucić.
6529480	6533480	Ale jednak cała ta otoczka i to wszystko, wiadomo.
6533480	6534480	Inna kultura.
6534480	6552480	Zdecydowaliśmy przez to powrót mocno, że nie chcieliśmy naszego syna wychowywać w polskiej kulturze, bo to jest jednak nasza kultura i nie chcieliśmy tam udawać, że jesteśmy kimś innym.
6552480	6560480	Nie musisz. Znamy ludzi, którzy tam mieszkają mnóstwo lat i bardzo dobrze się czują.
6560480	6572480	Mieliśmy też takie duży znak zapytania, czy nie chcemy jednak, żeby nasz syn umiał perfekcyjnie po angielsku, bo ja już tego się nigdy nie nauczę, żeby mówić płynnie.
6572480	6573480	Ale z akcentem.
6573480	6577480	Ale z takim perfekcyjnym akcentem, że nie wiem, czy ty jesteś Anglik czy Polak.
6577480	6586480	Ja może nie brzmię koniecznie jak Polak, ale brzmię jak obcokrajowiec, więc tego już się nigdy nie porzucę.
6586480	6593480	Więc się zastanawialiśmy, czy nie chcemy jednak mu tego dać, żeby miał taką łatwość, że nie musi uczyć się tego, tak jak ja się uczyłem na przykład.
6593480	6604480	Ale podjęliśmy decyzję, że jednak nie wiem, jakoś ciągle myśleliśmy, że skoro ten poziom tych polskich specjalistów jest na tyle wysoki, to skądś się to bierze, to nie jest znikąd.
6604480	6613480	No okej, oni może też, wiadomo, dużo jest Polaków, którzy gdzieś na Harvardzie, na jakichś tam uczelniach wyższych robią, ale jakby też tej drogi nie zamykamy.
6613480	6617480	Jeżeli będzie coś w tą stronę, to śmiało, zdobywaj świat, jeden czy drugi.
6617480	6636480	No i tak podjęliśmy decyzję, że budujemy i mówię w oparciu o to, że jednak zastanawiałem się też, czy w Anglii nie otwierać biznesu, bo miałem tam właśnie ciekawe osoby, które też jakieś miały...
6636480	6638480	Myślisz, że byłoby Ci łatwiej w Anglii?
6639480	6651480	Pewnie pod tym kątem, że jednak doświadczeniem mam więcej lat w tej angielskiej kulturze i jakby umiejętność rozmowy z biznesem bardziej angielskim niż polskim, na pewno byłby łatwiejszy.
6651480	6658480	Ta umiejętność już dyplomacji, to rozmawianie takie niebezpośrednie i tak dalej.
6659480	6669480	Raczej bycia miłym, a nie, wiesz, tu jest Twoje miejsce i mówisz, Anglik na Ciebie patrzy i mówi, co on taki bezczelny albo niemiły.
6669480	6683480	Tam jest wszystko takie bardziej kulturalne, powierzchownie, a potem jak już umiesz w tym lawirować, to ja się tego nauczyłem, więc może byłoby łatwiej.
6684480	6700480	Ale z drugiej strony, czy łatwiej byłoby zdobyć zasoby na tyle, tak jak tutaj mamy, mamy dużą bazę studentów, uczelni typowo IT i nie tylko.
6700480	6706480	Czy tam byłoby tak samo, konkurencja dużo większa? Ciężko powiedzieć, nie?
6706480	6708480	Rozumiem.
6709480	6722480	I jak widzisz przyszłość, aktualnie, jak widzisz przyszłość właśnie rozwiązań Microsoftowych w Polsce, tego całego low-code, no-code, bardzo modnego hasła,
6722480	6731480	który ostatnio się przewija, power-upsów, dynamics. Myślisz, że jest tutaj dużo miejsca na to, na takie rozwiązania?
6732480	6742480	Właśnie, to jest rzeczywiście chwytliwe i tak dalej. Low-code, no-code słyszymy wszędzie.
6742480	6745480	Nie programuj, jesteś programistą, coś na takiej zasadzie.
6745480	6756480	Dokładnie. Ja myślę, że jak najbardziej, tylko w mojej ocenie my musimy działać wspólnie. Jesteśmy partnerem Microsoftu.
6756480	6763480	Byliśmy w Holandii i teraz się przepięliśmy już pod Polskę, żeby być już normalnie pod naszym call center.
6763480	6766480	Że byliście partnerem w Holandii?
6766480	6771480	Tak, bo nie widzieliśmy, czy będziemy bardziej na zachód targetować, czy jednak w Polskę, tak?
6771480	6783480	Jakby pod tym kątem, więc podpięliśmy się, jak zakładałem firmę, to się podpięliśmy pod holenderski dystrybutor, w którym jesteśmy cały czas podpięci,
6783480	6789480	ale generalnie kierujemy działania zdecydowanie na polskie, nie wykluczając oczywiście zachodu.
6789480	6801480	Mamy to rozdwojenie jaźni nasza firma, że my mamy duże projekty, korporacje typu Chelsea, typu HSBC, gdzie jesteśmy na projektach.
6801480	6807480	To są naprawdę duże działania, gdzie możemy się bardzo dużo rzeczy nauczyć. Jest mnóstwo specjalistów, gdzie nigdzie w Polsce nie znajdziesz tyle.
6807480	6814480	Nie oszukujmy się, na największym projekcie w HSBC-ku masz najlepszych ludzi z całego świata.
6814480	6823480	Niekoniecznie, ale bardzo dobrych i masz też dużą rotację, więc tam naprawdę jesteś w stanie się dużo rzeczy nauczyć, zobaczyć, jak się robi to po tamtej stronie.
6823480	6829480	Tak, przede wszystkim też na niuansów na wysokim poziomie, bo to jest taka wiedza bardzo trudno dostępna.
6830480	6842480	Tak naprawdę garstka ludzi operuje taką wiedzą i fajnie jest, według mnie, mieć kogoś, kto był tam, widział, zobaczył, posmakował, wrócił i jest w stanie opowiedzieć, jak to jest.
6842480	6853480	Dokładnie, dokładnie. Wracając tylko do Twojego pytania, jeśli chodzi o ten low-code, no-code, jest to cały czas wielka, ogromna nisza.
6853480	6863480	Moim zdaniem firmy nie będą się decydowały, znaczy duże firmy tak, my chcemy zmienić trochę rynek średni i mały.
6863480	6873480	Średnia mała firma, przedsiębiorstwo. Mała w rozumieniu to nie jest, że dwie osoby.
6873480	6881480	Dla takiej firmy, jak byśmy mieli tworzyć też oprogramowania i rzeczy i wdrażać, to pewnie nie byłoby tam zwrotu z inwestycji.
6881480	6890480	Ale, czyli jak zaczniemy od tych dużych firm, no to w tych dużych firmach w Polsce gdzieś tam Dynamixy, Sharepointy zawsze są.
6890480	6900480	Więc to jest naturalna kolej rzeczy, że Microsoft promuje Power Platform, low-code, no-code i tam powiedzmy moduł, nie wiem, czy taki Dynamix, czy inny.
6900480	6905480	No to powiedzmy, że to tam będzie się działo i to jest nieuniknione.
6905480	6909480	Jeżeli ktoś jest enterprise'owo związany z Microsoftem, no to te rozwiązania będą.
6909480	6921480	Ale czy firmy będą się decydowały na low-code, no-code w rozumieniu Power Platform dla takich średnich firm, nie wiem, 30 stanowisk czy 100 stanowisk.
6921480	6929480	No to moim zdaniem też dużo zależy od tego, czy te firmy będą miały, po pierwsze zrozumieją o co chodzi, że trzeba zapłacić za licencję.
6929480	6934480	U nas jeszcze jest taki cały czas mentalność, że ja chcę raz zapłacić i mieć.
6934480	6935480	Tak jest.
6935480	6939480	Ja chcę zapłacić 100 tysięcy, ale to jest moje i koniec.
6939480	6940480	I zabiorę do grobu.
6940480	6948480	Tylko problem polega na tym, że to moje po czterech latach już jest albo niewspieralne i trzeba zapłacić drugie 100, żeby to odnowić.
6948480	6951480	Więc jakby nie ma czegoś takiego, że to jest na zawsze.
6952480	6965480	U nas oczywiście niestety, albo stety dla nas, jest to moim zdaniem duża perspektywa i możliwość, że właśnie firmy mają przedawnione, niewspieralne rozwiązania typu bazodanowe, serwerowe.
6965480	6970480	Coś, co kupili właśnie lat temu i to leży tam gdzieś.
6970480	6971480	Jakiś kobolt.
6972480	6979480	Ktoś tam ma, w tamtej szafie jest taki serwer i on tam sobie coś robi i działa, bo działa, bo programy na tym chodzą.
6979480	6985480	Jakieś stare, księgowe, brzydkie, okienkowe są.
6985480	6986480	Wszyscy zadowoleni.
6986480	6999480	Wiadomo, że zmiana zawsze coś kosztuje, ale jakby i widzę zdecydowanie ogromny potencjał, tylko kwestia jest tego przekazania wiedzy.
6999480	7006480	Dlaczego warto w to inwestować, dlaczego to usprawnia systemy, dlaczego tamten system jest przestarzały.
7006480	7010480	Też mówimy, że wiadomo, nie kupujemy rzeczy.
7010480	7014480	Tak jak mówisz, płacisz 100 tysięcy i to wiecznie trwa i tak dalej.
7014480	7022480	Ale też problem jest taki jak na przykład z Silverlightem, że była technologia i została wycofana i teraz co dalej.
7023480	7034480	A ciekawą rzeczą jest właśnie w Microsoftie, że masz giganta za plecami, który jest z tobą i prowadzi cię certyfikatami czy rozwiązaniami właśnie przez drogę
7034480	7041480	i rozwiązania, które się sprawdziły też w większych firmach, korporacjach, tak jak mówisz, bankach.
7041480	7045480	Część z nich też można na pewno przenieść do średnich firm.
7046480	7056480	Niewątpliwą zaletą w ogóle obrania tej ścieżki przez firmy, czyli inwestujmy w Power Platform jest to, że to nie jest rozwiązanie szyte, customowe na miarę.
7056480	7062480	W Javie ktoś coś napisał i jeden gościu, Kowalski umie tam się poruszać.
7062480	7063480	I wie co zmienić.
7063480	7068480	I to jest spaghetti code tak zwany i nikt tego nie dotknie, bo to wybuchnie.
7068480	7070480	Tak już kolokwialnie mówiąc.
7070480	7080480	Więc jeżeli porównasz sobie Power Platform, w którym musisz w pewnych ramach pracować, standardach supportowalnych, to znajdziesz firmę jak nie w Polsce,
7080480	7086480	to znajdziesz wszędzie na świecie, która jest w stanie ci to ulepszyć, zmodyfikować, przenieść i tak dalej.
7086480	7095480	Przez to, że to jest rozwiązanie software as a service, czyli nie interesuje cię pod spodem, że tam jakiś serwer jest i on jest super bezpieczny,
7095480	7103480	że on jest na dwóch półkulach ziemskich i w razie czego backup idzie z jednej czy z drugiej strony.
7103480	7116480	Najwyższe standardy bezpieczeństwa tak samo, co chwilę modyfikowane, zmieniane, ulepszane, żeby podążać za brutalnym światem i rynkiem.
7116480	7118480	Za to się płaci.
7118480	7127480	Pod spodem siedzą konsultanci, pod spodem oczywiście jest gruby marketing, sprzedaż, który też kosztuje, ale za to trzeba płacić i konsument,
7127480	7138480	jeżeli zrozumie to, że taki jest model, a myślę, że to idzie w tę stronę, bo patrząc na wszystkie rozwiązania typu Spotify itd.
7138480	7139480	Oczywiście, tak.
7139480	7146480	Mieliśmy wszyscy Winampa i to było to, że strzegnąłem sobie MP3 na lewo w skrócie, nikt nie słyszy.
7146480	7147480	Nie?
7147480	7148480	LimeWire.
7148480	7151480	No i co ja, to jest moje, nie?
7151480	7152480	No tak, tak.
7152480	7159480	A teraz nikt nie ma nic przeciwko, że za Spotify płaci miesięcznie ileś tam, za Netflixa ileś tam, tak?
7159480	7171480	Ktoś ci te pliki też poukłada, masz je ładnie opakowane, okładki się wyświetlają, a nie, że jak kupowałeś sobie pierwszego iPoda to tam nic nie było widać,
7171480	7177480	tylko jakieś MP3 napisane, z jakiej strony to było pociągnięte itd.
7177480	7185480	Także mi się wydaje, że sumą sumaru, jakbyś miał pójść, czy nawet przykład muzyki, kupić sobie tą płytę, tamtą itd.
7185480	7190480	i słuchać tyle muzyki, ile rzeczywiście słuchasz, to byś wydał dużo więcej pieniędzy.
7190480	7194480	I mi się wydaje, że też ten model się na tym opiera, że tak naprawdę pay as you go.
7194480	7197480	Ile potrzebujesz, za tyle płacisz, prawda?
7198480	7206480	Tak, no i są różne opcje oczywiście licencji itd., wiadomo, że trzeba się liczyć z kosztem dla naszej firmy, jeżeli coś wdrożamy,
7206480	7213480	no to wiadomo, że to utrzymanie będzie kosztowało, ale wszędzie wszystkich to koniec końców będzie gdzieś tam kosztowało kogoś, tak?
7213480	7224480	No chyba, że ktoś idzie na skróty, tak jak mówimy i jakiś ma lewe tematy, no ale my raczej myślimy, że to idzie w stronę taką,
7224480	7229480	że każdy wie, że za dany produkt trzeba zapłacić, tak?
7229480	7237480	I wiadomo, że ta większa część tak czy siak trafia do Microsoftu, tylko że my robiliśmy od zera aplikacje i wiemy,
7237480	7244480	ile kosztuje utrzymanie, ile kosztuje stworzenie layoutu, utrzymanie go itd., wspieranie, rozwijanie.
7244480	7250480	Tutaj mamy to z pudełka, tu mamy relisy dwa razy w roku przynajmniej, w którym mamy nowe funkcjonalności,
7251480	7257480	oni weryfikują rynek, dostają feedback z wszystkich firm na świecie, tak?
7257480	7266480	Więc konsolidują to, porównują i proponują zmiany i co chwilę coś nowego się pojawia, jakieś wtyczki, integracje natywnie.
7266480	7275480	No jest to ogromna, to widać, my przez to, że mamy to doświadczenie i współpracujemy z tymi wielkimi firmami, to widać, co się tam dzieje.
7276480	7285480	Wszystkie te customowe rozwiązania, gdzie były napisane przez firmę Krzak w czymś, zakupy kasy i utrzymywane jest zakupy kasy.
7285480	7293480	Warto to powiedzieć, że zatrudnienie senior developera, który już mniej więcej ogarnia temat, to niesamowite pieniądze.
7293480	7301480	Jak sobie ktoś przeliczy to na subskrypcję, którą ma płacić i ewentualnie firmę, która mu będzie po prostu w krótkim czasie,
7301480	7308480	przez krótką ilość godzin dostosowywać to rozwiązanie, to jest dużo bardziej efektywne rozwiązanie finansowo.
7308480	7314480	Zdecydowanie. Myślę, że są konkretne raporty, podsumowania i tak dalej.
7314480	7324480	Można było to sprawdzić na liczbach, ale na pewno. No i jest to, mówię, jest to prosta, skupiamy się na biznesie,
7324480	7334480	skupiamy się na problemie biznesowym i go adresujemy, a nie czy coś ma być zrobione w jednej funkcji czy w dwóch funkcjach,
7334480	7340480	czy coś ma być w takiej czy innej technologii. Mamy szereg building blocksów, komponentów.
7340480	7345480	Oczywiście tam też trzeba się zastanawiać, bo inaczej ja bym był bezrobotny jako architekt.
7345480	7354480	Jest tam mnogość, podejść do jednego rozwiązania jest naprawdę dużo, co daje niewątpliwe możliwości, ale też pułapki.
7354480	7360480	Też trzeba być ostrożnym co do podejmowania decyzji na wczesnym etapie tego implementacji i tak dalej.
7360480	7370480	Tutaj odpowiedzią na to jest nasz produkt, który powstał, w sensie odpowiedzią, bo pytasz czy to się może przyjąć i tak dalej.
7370480	7381480	Udowodniliśmy u kilku spółek w Polsce, że udało się po pierwsze nam sprzedać tę power platform, w rozumieniu power platform, że na niej coś zrobimy.
7381480	7393480	Udało się nam przenieść system, który jest napisany, konkurencyjny system, który jest napisany majesquelu, dziwne tematy, bo mieliśmy przyjemność.
7394480	7402480	Napisany lat temu, to jest też ta różnica. No i wiadomo, utrzymane na tej zasadzie, że jakiś tam chłopak z tej firmy zna ten produkt i tylko do niego można iść.
7402480	7406480	Nikt inny nie jest w stanie ci pomóc, gdy masz jakieś konkretne pytania.
7406480	7421480	Udało się nam to przenieść, z tego stworzyć produkt Ingresso, który jest właśnie takim produktem, ja to nazywam trochę CRM, trochę ERP, trochę udający Dynamicsa,
7421480	7432480	ale tania wersja, biedna wersja. Biedna w skrócie w takim, że nie trzeba płacić tyle za licencję, bo te licencje są dużo tańsze, bo to jest przy wykorzystaniu power apps.
7432480	7447480	I raczej dla średniego przedsiębiorcy, który jest w stanie tę pieniądze położyć, niekoniecznie chce kupować dużego ERP drugiego, bo nie ma takich potrzeb.
7447480	7455480	My oczywiście nie jesteśmy w stanie tyle tych funkcjonalności zrobić, co będzie gotowe w Dynamicsie, np. biznes central.
7455480	7467480	Jesteśmy w stanie, ale wiadomo, że Microsoft nie śpi, Microsoft rozbudowuje, więc tam siedzi mnóstwo ludzi, którzy rozbudowują, więc jakbyśmy mieli ten wyścig wygrać, to musielibyśmy…
7467480	7468480	Powodzenia.
7468480	7487480	A też trochę to byłoby bez sensu, więc mamy do rozwiązania taki powiedzmy obiekt, tam jest dokumentów, jest czyste problemy biznesowe, które były tam podane na tacy, przełożone na rozwiązanie, które praktycznie w każdym przedsiębiorstwie są.
7487480	7491480	Czyli powiedz może pokrótce, czym jest ta aplikacja, jak działa?
7492480	7501480	Jest to, tak jak mówiłem, mini CRM, czyli przede wszystkim masz tam swoich kontrahentów, firmy itd., dookoła tego się kręci, masz swoje kontakty, z którymi robisz interesy.
7501480	7502480	Biznesy, tak.
7502480	7510480	Firma produkcyjna, przykład, jedna z naszych firm, czy hotel, który ma klientów, kontrahentów.
7511480	7516480	Pierwsza rzecz, taka funkcjonalność to jest, po pierwsze to jest akceptacja faktur kosztowych.
7516480	7527480	Wpadają faktury kosztowe na 100 tysięcy, chcemy zakupić sprzęt XYZ i to przechodzi przez jakiś proces konfigurowalny.
7527480	7540480	Dodatkowo jest komponent AI-owy, który czyta, zamiast wpisywać ręcznie te faktury, to on sobie czyta taki OCR, ale bardziej skomplikowany,
7540480	7551480	lepiej działający model, który się uczy i który te pola z faktury zapisuje do systemu, dzięki czemu później możemy mieć raporty,
7551480	7560480	ile kosztów, ile wydatków było, to się później integruje też z systemem finansowym pod spodem.
7560480	7570480	Czyli panie po prostu zamiast księgować wpisywać wszystko ręcznie, tam z księgowości skanują sobie, czy tam robią zdjęcie, czy wysyłają maila, tak?
7570480	7572480	Różne sposoby.
7572480	7580480	I potem pan prezio sobie popatrzy, co się tam dzieje, jakie ma wykresiki, jak to wszystko działa i może spać ze spokojną głową.
7580480	7593480	W skrócie tak, jest ta akceptacja, czyli nie trzeba tych faktur podpisać, bo u nas jeszcze była taka formalność, że jak ktoś generuje ci koszt w firmie, to prezes odpowiada za koszt docelowo.
7593480	7598480	Jeżeli jest powiedzmy tylko prezes, no to musisz to klepnąć gdzieś tam, musi być ten podpis na fakturę.
7598480	7607480	To jest jakby z adresowaniem tego problemu, że nie trzeba drukować i tak dalej. Czyli faktura digitalizowana przychodzi ci już od razu na skrzynkę pocztową,
7607480	7618480	która jest zintegrowana z naszym Power Platform poprzez Exchange'a i tam wpada silnik, to zasysa, odpowiednio przypisuje w zależności od jaka to jest spółka,
7618480	7631480	znajduje spółkę, znajduje firmę i później oczywiście dalej tak są systemy, na przykład jakieś finansowe i to się powiedzmy w naszym przypadku integruje z systemem finansowym,
7631480	7634480	później już takie bardziej księgowo-finansowe.
7634480	7635480	Z fazami danych po prostu.
7635480	7644480	Pod spodem, dokładnie. Mamy tam różne integracje dodatkowe typu z NBP, żeby waluty przeliczać na daną datę.
7644480	7650480	Z aktualnym kursem, tak żeby nikt nie musiał tego sprawdzać, liczyć i tak dalej.
7650480	7665480	Z GUS-em, czyli możemy wiadomo sobie zaciągać białą listę, że możemy sprawdzić czy dany kontrahent jest legitny, jego konto jest okej, na które chcemy przelać pieniądze.
7665480	7668480	Że to nie jest żaden oszust, nas nie zrobi wiajotek.
7668480	7675480	Mamy pełen oczywiście audyt, dzięki wykorzystaniu platformowym, to autoboksowo sobie włączamy audyt, widzimy kto kiedy co zmieniał.
7675480	7693480	Oczywiście mamy osobne moduły typu korespondencja, jakiś taki elektroniczny sekretariat, czyli listy księgujemy jakby powiedzmy w ramach systemu i one sobie wpadają do nas też,
7693480	7699480	czy to z drukarki, czy to po wysłaniu na przykład.
7699480	7710480	Ciekawe jest to, że z perspektywy przedsiębiorcy, który zarządza takim biznesem, bardzo ciekawe to jest, że on może sobie po prostu,
7710480	7716480	jak jest dobrze zrobiona integracja, że on może po prostu część firmy korzystać z maila.
7716480	7727480	Po prostu otwierać maila, akceptować, czytać, że nie musi mieć setki aplikacji albo rozwiązań, tu przechodzi z Excela do Worda i tak dalej,
7727480	7735480	tylko wszystko ma w jednym miejscu i może się skupić na wizji firmy albo na pozyskaniu nowego klienta i oszczędza mu to mnóstwo czasu.
7735480	7745480	I wydaje mi się, że część przedsiębiorców w Polsce już to powoli rozumie, aczkolwiek muszą dojrzeć do tego, że to kosztuje też i za to trzeba zapłacić.
7745480	7755480	To wymaga ich czasu, też oczywiście staracie się ich odciążać w pewnym sensie, ale też muszą w jakiś sposób konsultować z Wami,
7755480	7763480	czym jest ten biznes, co oni by chcieli. Też macie oczywiście jakieś gotowe rozwiązania, ale nie wszystko jest out of the box, tak jak mówisz, nie?
7763480	7769480	Tak, my korzystamy oczywiście jak najbardziej z takich natywnych udziałów, na przykład przy tym korespondencji,
7769480	7776480	no to może przyjść list do firmy, ale może przyjść w załączniku w mailu.
7776480	7787480	No i na przykład tutaj wykorzystujemy po prostu out of the boxowo integrację z Outlookiem, sobie wrzucasz, robisz w Outlooku, wrzuci do mojego systemu,
7787480	7796480	wrzucasz do systemu, podbinasz to pod jakieś tam firmę czy w zależności od tego, czego list dotyczy i to wszystko się fajnie wrzuca do systemu.
7796480	7802480	Oczywiście mamy tam security model zaimplementowany, że widzisz tylko rzeczy ze swojej spółki, nie widzisz z innej.
7802480	7808480	Dodatkowo jakieś rzeczy są bardziej wrażliwe, no to w ogóle ich nie widzisz.
7808480	7811480	Menedżerowie widzą więcej, prezesi i tak dalej.
7811480	7813480	A że miałeś z tym duże doświadczenie w KSWC to…
7813480	7820480	Trochę, tak. To było bardzo proste na kolanie, szybko można było zaprojektować, zdecydowanie, ale…
7820480	7823480	Taka jest różnica między tymi systemami?
7823480	7836480	Tak, to jest przepaść. Biorąc pod uwagę ile tam ludzi nad tym siedziało, jak każde państwo, tutaj mamy jakieś tam parę spółek,
7836480	7842480	mamy moduł wielu spółkowości, że jeżeli jesteś przedsiębiorcą, który ma kilka spółek, to je możesz trzymać w jednym systemie.
7842480	7849480	Nie musisz mieć osobne systemy, tylko widzisz i wtedy masz widok na przykład całego podsumowania swojego holding.
7849480	7857480	Czyli masz na przykład cztery spółki, jesteś prezesem i możesz obsługiwać swoją firmę z maila, teoretycznie, czy praktycznie też.
7857480	7866480	Z maila to bardziej, mówię raz, że to jest mail, ale nie zapominajmy o Dynamixie, o apce, że to jest mobilna apka.
7866480	7873480	Oczywiście mail jak najbardziej, śmiało wchodź jak potrzebujesz, ale chodzi nam o to, żeby jednak wchodzić do apki ingreso,
7873480	7879480	która jest jakby nakładką na platformę. Mamy apkę, wchodzę sobie w nią i widzę wszystko.
7879480	7887480	Widzę raporty, widzę moje umowy, urlopy, wnioski, widzę korespondencję, czyli z klientami, co się działo, ktoś mi coś wysłał,
7887480	7892480	jakaś sprawa sądowa, cokolwiek, umowy podpięte.
7893480	7904480	Skupiamy się tu oczywiście, wyszliśmy od tego modułu bardziej kosztowo, integracją z finansowymi systemami, czyli kosztowo faktury,
7904480	7910480	ale teraz idziemy trochę bardziej w stronę, no dobra, przedsiębiorstwo, to potrzebujecie listy, macie, nie trzymajcie ich w szufladach,
7910480	7920480	bo weź je teraz odnajdź. U nas wchodzisz z góry, searcha, pyk, pisze jaki kontent był, AI czy w ogóle ten moduł też ma AI podpiętego,
7920480	7928480	że on robi nam podsumowanie krótkie z listu, czyli bierze te flaki z listu i je wrzuca w takim edytowanym tekście,
7928480	7930480	że dzięki temu możemy to wyszukiwać.
7930480	7934480	Aż jak każdy z nas dostał list z urzędu, to wie, o czym mowa.
7934480	7940480	Wiesz co, dałbyś radę mi polać, bo ja mogę, chociaż masz ten sam problem teoretycznie, ale...
7940480	7942480	Damy radę.
7942480	7948480	Dziękuję.
7948480	7958480	No właśnie chciałem powiedzieć, że każdy z nas dostał jakiś list z urzędu i wie czasami, jak to jest wyczytać z tego jakikolwiek sens.
7958480	7966480	Dokładnie. No i wracając do tych listów, też często trafię do szuflady, nie wiemy, czy musimy jakąś akcję z nim wykonać,
7966480	7974480	więc tam są podpowiadacze, kiedy na przykład ma termin do ukończenia go, że masz dwa tygodnie,
7974480	7980480	due date na zrobienie coś z nim, w skrócie. Możesz sobie napisać opis, dodać notatki i tak dalej, że musimy wysłać odpowiedź,
7980480	7988480	czyli jakieś prawne rzeczy, gdzie ważne są, czyli takie moduły, powiedzmy, uropy, wnioski.
7988480	7996480	Mamy swoją firmę, w której też już zaczynamy mieć coraz więcej tych ludzi i coraz ciężej je zapanować.
7996480	8002480	Na początku się wydawało, co on nie robi, wszystko jest w mojej głowie i wiemy, kto ile potrzebuje.
8002480	8006480	Za chwilę się okazuje, że nie, musimy mieć gdzieś to przechowywane.
